_id,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages
65ef3f36675dde8010853d22,315011,Shin Godzilla,7.089,1001,Released,2016-07-29T00:00:00.000Z,77947607,120,FALSE,/9nyToPG5mhfm4KiPGChu35jH9QZ.jpg,15000000,,tt4262980,ja,シン・ゴジラ,"When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",26.397,https://image.tmdb.org/t/p/original//jPNShaWZMpVF0iQ7j1dvTuZLD20.jpg,Reality (Japan) vs. Fiction (Godzilla),"Action, Science Fiction, Horror","Toho Pictures, Cine Bazar, TOHO",Japan,"Italian, German, English, Japanese"
65ef3f77675dde801085d1d5,844075,New Gods: Yang Jian,7,26,Released,2022-08-19T00:00:00.000Z,70826303,128,FALSE,/z2h8AtjutsbcERpGTVPoQAGO6p8.jpg,0,https://gkids.com/films/new-gods-yang-jian/,tt19757204,zh,新神榜：杨戬,"Fifteen hundred years after the war of gods, the heaven declined. Yang Jian, the God of Erlang, made a living by working as a catcher. One day, Yang Jian was ordered to hunt down a young man, his own nephew.",8.718,https://image.tmdb.org/t/p/original//tW5dFOemV4d7hxTcVI2bu4u0C9z.jpg,,"Animation, Adventure, Fantasy",Light Chaser Animation Studios,China,Mandarin
65ef3f44675dde80108552f3,235260,Son of God,6.871,275,Released,2014-02-28T00:00:00.000Z,67800064,138,FALSE,/AuMXdzUnN9eaQ4SA3kxyjCfDCJT.jpg,22000000,,tt3210686,en,Son of God,"In the Holy Land, the Roman occupation has produced a cauldron of oppression, anxiety and excessive taxes levied upon the Jewish people. Fearing the wrath of Roman governor Pontius Pilate , Jewish high priest Caiaphas tries to keep control of his people. That control is threatened when Jesus arrives in Jerusalem, performing miracles and spreading messages of love and hope. Those who fear that Jesus will inspire a revolution decide that he must die.",17.406,https://image.tmdb.org/t/p/original//7xWa1p2qMn4rxGIvRDDebJrXMiI.jpg,Their Empire. His Kingdom.,Drama,"Hearst Entertainment Productions, LightWorkers Media, 20th Century Fox",United States of America,"English, Hebrew"
65ef3f36675dde8010853b4a,99770,Asterix & Obelix: God Save Britannia,5.101,1180,Released,2012-10-17T00:00:00.000Z,61319383,110,FALSE,/o85S8MN16ILEeSPL4JyEVzAmvZV.jpg,61000000,,tt1597522,fr,Astérix & Obélix - Au service de Sa Majesté,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.,12.269,https://image.tmdb.org/t/p/original//rbdGCkvLPxuSvfVwHDK4PmOqmIm.jpg,,"Family, Adventure, Comedy","Fidélité Films, Wild Bunch, Cinetotal, Lucky Red, Morena Films, Saint Sébastien Froissart, France 2 Cinéma, France 3 Cinéma, Les Éditions Albert René, OCS, Bruxelles Capitale, Région Wallone, Octagon Films, SCOPE Pictures, France Télévisions, Small Island Films, ICAA, CNC, SODEC","Belgium, Canada, France, Hungary, Ireland, Italy, Malta, Spain",French
65ef3f36675dde8010853ce0,8393,The Gods Must Be Crazy,7.231,1023,Released,1980-09-10T00:00:00.000Z,60000000,109,FALSE,/nUbWdUmVxln18ZWi8spqInbTQ0J.jpg,5000000,,tt0080801,en,The Gods Must Be Crazy,A Coca-Cola bottle dropped from an airplane raises havoc among a normally peaceful tribe of African bushmen who believe it to be a utensil of the gods.,18.957,https://image.tmdb.org/t/p/original//kO7YwEuyTfjXP8plVhmcLf3IlUq.jpg,The critics are raving... the natives are restless... and the laughter is non-stop!,"Action, Comedy","CAT Films, Mimosa Films","South Africa, Botswana","Afrikaans, English, Tswana"
65ef3f34675dde8010853974,126963,Dragon Ball Z: Battle of Gods,6.793,1392,Released,2013-03-30T00:00:00.000Z,50461371,85,FALSE,/pWNUpRESGnzKqweHCB77JShPZ2i.jpg,0,http://www.dragonball2013.com/,tt2263944,ja,ドラゴンボールZ 神と神,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",50.805,https://image.tmdb.org/t/p/original//nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,,"Animation, Action, Science Fiction","Bandai Namco Games, Toei Animation, Fuji Television Network, Shueisha, Toei Company, Fox International Productions Japan, Bird Studios, YOMIKO Advertising, Bandai Namco Group, Sony Music Entertainment (Japan), Bandai",Japan,Japanese
65ef3f30675dde8010852dc4,27205,Inception,8.364,34495,Released,2010-07-15T00:00:00.000Z,825532764,148,FALSE,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,160000000,https://www.warnerbros.com/movies/inception,tt1375666,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",83.952,https://image.tmdb.org/t/p/original//oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,Your mind is the scene of the crime.,"Action, Science Fiction, Adventure","Legendary Pictures, Syncopy, Warner Bros. Pictures","United Kingdom, United States of America","English, French, Japanese, Swahili"
65ef3f6d675dde801085b984,613092,The Crack: Inception,6.7,34,Released,2019-10-04T00:00:00.000Z,332356,117,FALSE,/JeGkRdNsOuMrgwBdtB0hp763MU.jpg,0,https://filmaxinternationalsales.com/film/the-crack-inception,tt6793710,es,El crack cero,"Madrid, Spain, 1975; shortly after the end of the Franco dictatorship. Six months after the mysterious death of his lover, a prestigious tailor, a married woman visits the office of the young Germán Areta, a former police officer turned private detective, to request his professional services.",3.408,https://image.tmdb.org/t/p/original//kzgPu2CMxBr4YZZxC1Off4cUfR9.jpg,The prequel to the cult film El Crack,"Drama, Thriller","TVE, Movistar+, Trece TV, Nickel Odeon",Spain,Spanish
65ef40ca675dde8010898a60,542438,Bikini Inception,7,1,Released,2015-05-19T00:00:00.000Z,0,106,FALSE,,0,,tt8269586,en,Bikini Inception,"Two flunky Janitors in an Arctic Lab perform unauthorized experiments transporting them to a beach dream world in Malibu California w/50 beautiful young girls and a female Brazilian PhD Student wearing only a bra and panties. A '67 Muscle car races chases horses guns fights surfing, sumo wrestler, wolf monster, underwater scenes tons of gorgeous models. Sexy sci-fi fun.",1.328,https://image.tmdb.org/t/p/original//mNASlEOFX2c9upxaSbgeKFvIr1L.jpg,,Comedy,Luck Films,,English
65ef4057675dde8010883093,957443,Inception: Jump Right Into the Action,9.5,2,Released,,0,44,FALSE,,0,,tt5295990,en,Inception: Jump Right Into the Action,"Inception: Making of. Join filmmaker Christopher Nolan and his cast and crew as they reveal the secrets of Inception, its development, characters, performances, story and jaw-dropping special effects in this solid 14-segments piece.",0.6,,,,,,English
65ef407d675dde8010889e6e,973484,Inception: Music from the Motion Picture,6,1,Released,2010-12-07T00:00:00.000Z,0,38,FALSE,,0,,,en,Inception: Music from the Motion Picture,The Special Features Blu-ray disc contains a lossless DTS-HD MA 5.1 surround mix of the Inception soundtrack.,1.013,https://image.tmdb.org/t/p/original//7uM4DyRVAcgagvhZoWrkrqMPbqV.jpg,,Music,,,
65ef3f44675dde8010855180,64956,Inception: The Cobol Job,7.255,290,Released,2010-12-07T00:00:00.000Z,0,14,FALSE,,0,,tt5295894,en,Inception: The Cobol Job,"This ""Inception"" prequel unfolds courtesy of a beautiful Motion Comic, and explains how Cobb, Arthur and Nash were enlisted by Cobol Engineering.",8.355,https://image.tmdb.org/t/p/original//sNxqwtyHMNQwKWoFYDqcYTui5Ok.jpg,,"Animation, Action, Thriller, Science Fiction","Warner Bros. Pictures, Warner Home Video","United Kingdom, United States of America",English
65ef415b675dde80108b64ed,887291,L’inceppata,0,0,Released,1960-10-01T00:00:00.000Z,0,11,FALSE,,0,,,en,L’inceppata,A village in Calabria still follows ancient customs in which young women must secretly wait for a log to be dragged to their doorstep in a symbolic declaration of love. Lino Del Fra reflects on how the weight of traditions exercises social control over love and family relationships.,0.6,,,Documentary,,,
65ef4194675dde80108c2b0b,973810,Palestrina - Princeps musicae,0,0,Released,2009-11-15T00:00:00.000Z,0,52,FALSE,,0,,tt1611965,en,Palestrina - Princeps musicae,"A music film on the life of Giovanni Pierluigi da Palestrina, a famous Italian Renaissance composer of sacred music and the best-known 16th-century composer of the Roman School.",0.6,https://image.tmdb.org/t/p/original//sbfc2auLYBWzibcE6YtMrBEKofD.jpg,,,,,
65ef4012675dde80108777fd,350632,The Inception of Dramatic Representation,5.8,3,Released,,0,83,FALSE,,0,http://onlinebharatanatyam.com/2013/11/17/dvd-natyarambham-learning-adavus-in-bharatanatyam/,,en,Nātyārambham,"On certain Adavus: the basic steps in Bharatanatyam. The first part covers Tatta Adavu, Natta Adavu, Visharu Adavu , Tatti Metti Adavu and Teermanam Adavu.",0.68,,Learning Adavus in Bharatanatyam - Part 1,,,,"English, Sanskrit"
65ef3fdd675dde801086e334,250845,WWA The Inception,3.1,5,Released,2001-10-26T00:00:00.000Z,0,0,FALSE,,0,,tt0311992,en,WWA The Inception,"The first World Wrestling Allstars pay per view, live from Sydney, Australia! A tournament titled ""7 Deadly Sins"", each round having a stipulation match, the winner will be crowned the first ever WWA Heavyweight Champion! Wrestlers such as Jeff Jarrett, Road Dogg, Jerry Lawler all compete in the tournament, with the WWA Commissioner, Bret Hart not too far away to make sure nothing gets to far out of hand!",1.88,,,,,,
65ef3f30675dde8010852ff6,616037,Thor: Love and Thunder,6.517,6510,Released,2022-07-06T00:00:00.000Z,760928081,119,FALSE,/vvObT0eIWGlArLQx3K5wZ0uT812.jpg,250000000,https://www.marvel.com/movies/thor-love-and-thunder,tt10648342,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",117.087,https://image.tmdb.org/t/p/original//pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,The one is not the only.,"Fantasy, Action, Comedy","Marvel Studios, Kevin Feige Productions",United States of America,English
65ef3f32675dde80108533f8,1934,Shakespeare in Love,6.868,2823,Released,1998-12-11T00:00:00.000Z,289317794,123,FALSE,/i16MjvM9YsQ85ejdB63gtGXDu4W.jpg,25000000,,tt0138097,en,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.",18.679,https://image.tmdb.org/t/p/original//iNCTveBiq7jQ4Av4ynWSdWXN6Cc.jpg,Love is the only inspiration.,"Romance, History, Comedy","Universal Pictures, Miramax, Bedford Falls Productions","United Kingdom, United States of America",English
65ef3f30675dde801085303f,508,Love Actually,7.1,6047,Released,2003-09-07T00:00:00.000Z,244931766,135,FALSE,/xUWf5xX0AnZgAnYXAMk03zTbsef.jpg,40000000,http://www.loveactually.com/,tt0314331,en,Love Actually,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.,23.456,https://image.tmdb.org/t/p/original//7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,The Ultimate Romantic Comedy.,"Comedy, Romance, Drama","Working Title Films, DNA Films, Universal Pictures, StudioCanal","France, United Kingdom","English, French, Portuguese"
65ef3f32675dde801085354a,38167,Eat Pray Love,6.231,2272,Released,2010-08-12T00:00:00.000Z,204594016,133,FALSE,/elzrIY3nfzWz4AXh0lxxBsXLCGI.jpg,60000000,http://www.sonypictures.com/movies/eatpraylove/,tt0879870,en,Eat Pray Love,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",21.669,https://image.tmdb.org/t/p/original//9Hgiv1UEIjc8VwtOmFBCFzMs0er.jpg,Let Yourself GO,"Drama, Romance","Red Om Films, Columbia Pictures, Plan B Entertainment",United States of America,"Portuguese, English, Italian"
65ef3f34675dde8010853736,691,The Spy Who Loved Me,6.8,1764,Released,1977-07-07T00:00:00.000Z,185438673,125,FALSE,/lhPq8R8qgoyLNWvVTiqZSkYGLPX.jpg,13000000,https://www.mgm.com/movies/the-spy-who-loved-me,tt0076752,en,The Spy Who Loved Me,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,28.088,https://image.tmdb.org/t/p/original//3ZxHKFxMYvAko680DsRgAZKWcLi.jpg,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,"Adventure, Action, Thriller","Eon Productions, Danjaq","United Kingdom, United States of America","English, Italian, Arabic"
65ef3f30675dde8010852ff3,7191,Cloverfield,6.672,6525,Released,2008-01-15T00:00:00.000Z,170764026,85,FALSE,/6ms6RdNcQUAnjBY26aM85xC2wV0.jpg,25000000,,tt1060277,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",29.625,https://image.tmdb.org/t/p/original//qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,Some thing has found us.,"Action, Thriller, Science Fiction",Bad Robot,United States of America,"Russian, English"
65ef3f32675dde801085335b,6023,P.S. I Love You,7.19,3124,Released,2007-11-15T00:00:00.000Z,156835339,126,FALSE,/7JrXKA5vkyqITySzbx8iZB89ivk.jpg,30000000,https://www.warnerbros.com/ps-i-love-you,tt0431308,en,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,28.691,https://image.tmdb.org/t/p/original//bZlRZKBOR6cC8L35BgGoh4hJ63F.jpg,"His life ended. Now, a new one will begin.","Drama, Romance","Wendy Finerman Productions, Alcon Entertainment, Warner Bros. Pictures, Grosvenor Park Films LLP, Summit Entertainment",United States of America,English
65ef3f30675dde8010852f67,50646,"Crazy, Stupid, Love.",7.3,7773,Released,2011-07-29T00:00:00.000Z,145079584,118,FALSE,/d7BzfMl7vtNAtXIBmS8oWzo5pVe.jpg,50000000,http://crazystupidlove.warnerbros.com/index.html,tt1570728,en,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",39.835,https://image.tmdb.org/t/p/original//p4RafgAPk558muOjnBMHhMArjS2.jpg,This is crazy. This is stupid. This is love.,"Comedy, Drama, Romance",Warner Bros. Pictures,United States of America,English
65ef3f39675dde8010854360,9062,Love Story,6.75,618,Released,1970-12-16T00:00:00.000Z,136400000,99,FALSE,/sIOIhwdWqplSpq62f1uP8yUpS2r.jpg,2200000,,tt0066011,en,Love Story,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",18.411,https://image.tmdb.org/t/p/original//yCjADq9fwbdPnxMo0DKNeRGZ4YC.jpg,Love means never having to say you’re sorry.,"Romance, Drama","Paramount, Love Story Company",United States of America,English
65ef3f95675dde80108620c6,723640,My Love,6.8,14,Released,2021-04-30T00:00:00.000Z,114000000,115,FALSE,/nfHWXTGDakS5Yk9tf57RCAiHML5.jpg,0,,tt14503918,zh,你的婚礼,"Tells the 15-year love story between Zhou Xiao Qi, a long-time swimming student and You Yong Ci, a transfer student. In high school, Zhou Xiao Qi fell in love at first sight with You Yong Ci. A young and ignorant pure love, the boy silently guarded, but the girl left without saying goodbye. Life after that, 15 years of love long-distance race. Your wedding is also my coming-of-age gift.",6.135,https://image.tmdb.org/t/p/original//2nsoI0iS0ToExEvIoKIR9G9NSSy.jpg,,"Romance, Drama",,China,Mandarin
65ef3f3b675dde8010854535,12150,Sea of Love,6.605,553,Released,1989-09-15T00:00:00.000Z,110879513,113,FALSE,/zhFyaUVaQsDRDZUyOJKc2ETPlB9.jpg,19000000,,tt0098273,en,Sea of Love,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",12.452,https://image.tmdb.org/t/p/original//vJ88WmJ12eAK9CRb3cggn9CJthH.jpg,Deception is dangerous. Desire is deadly.,"Crime, Drama, Romance, Mystery, Thriller",Universal Pictures,United States of America,English
65ef3f30675dde8010852f94,333371,10 Cloverfield Lane,6.981,7377,Released,2016-03-10T00:00:00.000Z,110216998,104,FALSE,/5uLqjVQlKNR4MbOeuheaRihPxAx.jpg,15000000,http://www.10cloverfieldlane.com/,tt1179933,en,10 Cloverfield Lane,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",27.817,https://image.tmdb.org/t/p/original//84Dhwz93vCin6T1PX6ctSvWEuNE.jpg,Monsters come in many forms.,"Thriller, Science Fiction, Drama, Horror",Bad Robot,United States of America,English
65ef3f30675dde801085313d,43347,Love & Other Drugs,7.037,4717,Released,2010-11-22T00:00:00.000Z,102820008,112,FALSE,/mcSQa6hyBY3kLj0Eaey2K1Ev852.jpg,30000000,,tt0758752,en,Love & Other Drugs,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",45.032,https://image.tmdb.org/t/p/original//wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,Addicted to one-night stands or dependent on one another?,"Drama, Comedy, Romance","Fox 2000 Pictures, Regency Enterprises, New Regency Pictures, Stuber Productions, Bedford Falls Productions, Dune Entertainment, 20th Century Fox",United States of America,English
65ef3f30675dde80108531a8,7980,The Lovely Bones,7.072,4242,Released,2009-12-26T00:00:00.000Z,93621340,136,FALSE,/xXWmDLMnAKcXAiRyOhV4PwuEe9t.jpg,65000000,http://www.lovelybones.com,tt0380510,en,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",32.51,https://image.tmdb.org/t/p/original//sn0iDphRxQ7I6aLd9igIgACITak.jpg,The story of a life and everything that came after...,"Fantasy, Drama","WingNut Films, DreamWorks Pictures, Film4 Productions","United Kingdom, New Zealand, United States of America",English
65ef3f34675dde801085386c,16538,"I Love You, Man",6.545,1552,Released,2009-03-20T00:00:00.000Z,91980359,105,FALSE,/jto7IHuIqJPPNOny3QsIYbT8EHs.jpg,41000000,http://www.iloveyouman.com/,tt1155056,en,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",22.154,https://image.tmdb.org/t/p/original//ewGJfCkBkLV4naw1WKqO301bHh2.jpg,He needed a best man... He got the worst.,"Comedy, Romance","The Montecito Picture Company, De Line Pictures, Bernard Gayle Productions",United States of America,English
65ef3f32675dde8010853442,657,From Russia with Love,7.072,2689,Released,1963-10-10T00:00:00.000Z,78900000,115,FALSE,/8JMiQa0OqsCYvbNUrQIrMzwV7g2.jpg,2500000,https://www.mgm.com/movies/from-russia-with-love,tt0057076,en,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",27.531,https://image.tmdb.org/t/p/original//2jUOA4mUm2W7jP61DFeZ77kH0sA.jpg,The world's masters of murder pull out all the stops to destroy Agent 007!,"Action, Thriller, Adventure","United Artists, Eon Productions, Danjaq","United Kingdom, United States of America","English, Russian, Turkish, Romanian"
65ef3f34675dde80108536ab,81836,To Rome with Love,5.773,1891,Released,2012-04-20T00:00:00.000Z,73244881,111,FALSE,/l6kiBvruMr5qPsTyv853jIlj2pv.jpg,17000000,https://www.sonyclassics.com/toromewithlove/,tt1859650,en,To Rome with Love,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.",15.847,https://image.tmdb.org/t/p/original//zQvitRPoq0UdoNrFZR0xQBvQIf6.jpg,,"Comedy, Romance","Mediapro, Perdido Productions, Medusa Film, Gravier Productions, Sony Pictures Classics, Focus Features","Italy, Spain, United States of America","Italian, English"
65ef423e675dde80108e94e2,1128330,"My Lover, Desire",0,0,Released,,69000000,4,FALSE,/jprAaUjb1d0pEWL6H8QzelY4gwf.jpg,5,,,en,"My Lover, Desire","A man is secure in his relationship and skin, until his partner appears to long for more than his love.",0.6,https://image.tmdb.org/t/p/original//nPvWolf4FokzoMLv0XPvou26Y0U.jpg,my heart is yours,Romance,,,English
65ef3f30675dde801085306d,449176,"Love, Simon",8.041,5748,Released,2018-02-16T00:00:00.000Z,66316289,110,FALSE,/5VF2y1KyrrAL2WAX47odZ7TdelT.jpg,17000000,https://LoveSimonMovie.com,tt5164432,en,"Love, Simon",Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,19.843,https://image.tmdb.org/t/p/original//5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,Everyone deserves a great love story.,"Comedy, Drama, Romance","Temple Hill Entertainment, Fox 2000 Pictures, New Leaf Literary & Media, 20th Century Fox, Twisted Media",United States of America,English
65ef3f54675dde8010857af6,438058,Case Closed: The Crimson Love Letter,6.477,87,Released,2017-04-15T00:00:00.000Z,63147576,112,FALSE,/vlMpDFtFT0qh2XtkizpjhxvJfXc.jpg,0,https://www.tms-e.co.jp/global/alltitles/conan/087321.html,tt5692622,ja,名探偵コナン から紅の恋歌,"Bombing case at Nichiuri TV in autumn. The Satsuki Cup, which crowns the winner of Japan's Hyakunin Isshu, is currently being filmed inside the facility. The incident results in a big commotion and, while the building is burning to ashes, the only people left inside are Hattori and Toyama Kazuha. They get rescued just in time by Conan , who rushes to the scene. Both the identity and purposes of the bomber are unknown.",11.674,https://image.tmdb.org/t/p/original//jj2bDnXgwL9BlmZSdhd6N73HqNM.jpg,In the game of death... Conan's holding all the cards!,"Animation, Action, Crime, Mystery, Adventure","TMS Entertainment, TOHO, Shogakukan, Yomiuri Telecasting Corporation, Nippon Television Network Corporation, Shogakukan-Shueisha Productions",Japan,Japanese
65ef3f30675dde801085304f,10555,Shark Tale,6.023,5923,Released,2004-09-20T00:00:00.000Z,367275019,90,FALSE,/7ZmZxar3bYORcl0TPA4oceyxcaE.jpg,75000000,tt0307453,en,Shark Tale,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",42.747,https://image.tmdb.org/t/p/original//r08DpyPyhXcJTfNZAICNGMzcQ8l.jpg,Behind every little fish is a great white lie.,"Animation, Action, Comedy, Family","DreamWorks Animation, DreamWorks Pictures",United States of America,English,
65ef3f36675dde80108539a4,14199,The Adventures of Sharkboy and Lavagirl,5.147,1370,Released,2005-06-10T00:00:00.000Z,71992655,92,FALSE,/lxhlZID5mspgUL6cirofkretS7k.jpg,50000000,tt0424774,en,The Adventures of Sharkboy and Lavagirl,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",28.484,https://image.tmdb.org/t/p/original//wyXPANZMYYbKh8Ic8qFLqMkolyV.jpg,Smaller heroes. Just as super.,"Adventure, Family, Science Fiction",Troublemaker Studios,United States of America,English,http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl/
65ef3f56675dde8010857c57,14664,Sharky's Machine,6.012,85,Released,1981-12-18T00:00:00.000Z,35610100,122,FALSE,/dL9ECPE6q3v79cxXxHv9WV1ufLU.jpg,17500000,tt0083064,en,Sharky's Machine,"Police officer Tom Sharky gets busted back to working vice, where he happens upon a scandalous conspiracy involving a local politician. Sharky's new 'machine' gathers evidence while Sharky falls in love with a woman he has never met.",7.509,https://image.tmdb.org/t/p/original//gjGK3ZWTbiVkWVVklqtGqF1o4Cn.jpg,"If you mess with a cop like Sharky, you better be very tough . . . or very beautiful.","Crime, Drama, Action, Thriller","Deliverance Productions, Warner Bros. Pictures",United States of America,English,
65ef3f3b675dde80108547a5,65055,Shark Night 3D,4.904,478,Released,2011-09-02T00:00:00.000Z,10126458,91,FALSE,/6crByV9HyFBEymmJS3A4Y1gKz2W.jpg,28000000,tt1633356,en,Shark Night 3D,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,16.38,https://image.tmdb.org/t/p/original//cjfRqUXtNc2iJHfP60HTq9nFs0.jpg,Terror runs deep.,"Thriller, Horror","Incentive Filmed Entertainment, Rogue Pictures, Relativity Media, Sierra/Affinity, Silverwood Films, Next Entertainment",United States of America,English,http://www.iamrogue.com/sharknight3d/fullsite/index.html
65ef3f44675dde80108552b4,20306,Swimming with Sharks,6.617,278,Released,1994-09-10T00:00:00.000Z,382928,93,FALSE,/9g9PAn7kciQhzdbjfPmDeXjaWix.jpg,700000,tt0114594,en,Swimming with Sharks,"Guy is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman, a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn, has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.",9.171,https://image.tmdb.org/t/p/original//eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg,In Hollywood his dreams could come true. But first he has to make coffee.,"Crime, Comedy","Trimark Pictures, Cineville",United States of America,English,
